,Date,PlayerID,Duration,RPE,SessionLoad,DailyLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself,AcuteLoad,ChronicLoad,SessionType_Combat,SessionType_Conditioning,SessionType_Game,SessionType_Mobility/Recovery,SessionType_Skills,SessionType_Speed,SessionType_Strength
5709,2018-03-02,1,150.0,5.0,750.0,1420.0,1.08,8.0,9.0,2.0,618.57,574.97,0,0,0,0,0,0,1
5710,2018-03-02,1,70.0,7.0,490.0,1420.0,1.08,8.0,9.0,2.0,618.57,574.97,0,0,0,0,1,0,0
5711,2018-03-02,1,60.0,3.0,180.0,1420.0,1.08,8.0,8.0,2.0,618.57,574.97,0,0,0,0,0,1,0
5712,2018-03-02,4,60.0,7.0,420.0,1260.0,1.05,7.0,8.0,2.0,396.86,377.27,0,1,0,0,0,0,0
5713,2018-03-02,7,90.0,8.0,720.0,1500.0,0.97,8.0,9.0,2.0,524.29,541.5,0,0,0,0,0,0,1
5714,2018-03-02,6,90.0,9.0,810.0,1630.0,0.8,8.0,9.0,0.0,312.14,389.33,0,0,0,0,1,0,0
5715,2018-03-02,16,80.0,6.0,480.0,1055.0,1.0,6.0,7.0,1.0,350.29,351.73,0,0,0,0,0,0,1
5716,2018-03-02,8,50.0,4.0,200.0,800.0,0.96,9.0,9.0,2.0,512.14,532.83,0,0,0,0,0,1,0
5717,2018-03-02,16,55.0,8.0,440.0,1055.0,1.0,6.0,7.0,1.0,350.29,351.73,0,0,0,0,1,0,0
5718,2018-03-02,16,45.0,3.0,135.0,1055.0,1.0,6.0,7.0,1.0,350.29,351.73,0,0,0,0,0,1,0
5719,2018-03-02,13,90.0,5.0,450.0,1050.0,1.44,8.0,10.0,0.0,473.71,329.37,0,0,0,0,0,0,1
5720,2018-03-02,13,45.0,3.0,135.0,1050.0,1.44,8.0,8.0,0.0,473.71,329.37,0,0,0,0,1,0,0
5721,2018-03-02,13,30.0,8.0,240.0,1050.0,1.44,8.0,8.0,0.0,473.71,329.37,0,1,0,0,0,0,0
5722,2018-03-02,13,45.0,5.0,225.0,1050.0,1.44,9.0,9.0,0.0,473.71,329.37,0,0,0,0,0,1,0
5723,2018-03-02,12,90.0,4.0,360.0,735.0,1.34,7.0,7.0,2.0,255.0,190.0,0,0,0,0,0,0,1
5724,2018-03-02,8,60.0,1.0,60.0,800.0,0.96,8.0,8.0,0.0,512.14,532.83,0,0,0,0,1,0,0
5725,2018-03-02,12,45.0,3.0,135.0,735.0,1.34,7.0,7.0,2.0,255.0,190.0,0,0,0,0,0,1,0
5727,2018-03-02,10,60.0,4.0,240.0,735.0,0.97,8.0,8.0,2.0,381.43,395.0,0,0,0,0,0,0,1
5728,2018-03-02,10,60.0,6.0,360.0,735.0,0.97,8.0,8.0,2.0,381.43,395.0,0,0,0,0,1,0,0
5729,2018-03-02,10,45.0,3.0,135.0,735.0,0.97,8.0,8.0,2.0,381.43,395.0,0,0,0,0,0,1,0
5730,2018-03-02,9,30.0,7.0,210.0,1050.0,0.84,8.0,9.0,2.0,335.71,398.83,0,1,0,0,0,0,0
5731,2018-03-02,9,120.0,7.0,840.0,1050.0,0.84,8.0,9.0,2.0,335.71,398.83,0,0,0,0,0,0,1
5732,2018-03-02,8,90.0,6.0,540.0,800.0,0.96,8.0,9.0,0.0,512.14,532.83,0,0,0,0,0,0,1
5733,2018-03-02,12,60.0,4.0,240.0,735.0,1.34,7.0,7.0,2.0,255.0,190.0,0,1,0,0,0,0,0
5758,2018-03-05,8,45.0,4.0,180.0,900.0,0.96,8.0,9.0,2.0,527.86,548.83,0,0,0,0,0,1,0
5759,2018-03-05,7,20.0,3.0,60.0,750.0,0.88,10.0,10.0,2.0,487.86,551.5,1,0,0,0,0,0,0
5760,2018-03-05,7,60.0,6.0,360.0,750.0,0.88,7.0,8.0,0.0,487.86,551.5,0,0,0,0,0,0,1
5761,2018-03-05,5,60.0,3.0,180.0,915.0,0.96,9.0,9.0,1.0,495.0,514.73,0,0,0,0,1,0,0
5762,2018-03-05,7,30.0,5.0,150.0,750.0,0.88,4.0,8.0,2.0,487.86,551.5,0,0,0,0,0,1,0
5763,2018-03-05,6,20.0,3.0,60.0,1020.0,0.89,9.0,8.0,2.0,378.57,423.33,1,0,0,0,0,0,0
5764,2018-03-05,6,90.0,5.0,450.0,1020.0,0.89,9.0,8.0,2.0,378.57,423.33,0,0,0,0,0,0,1
5765,2018-03-05,6,90.0,4.0,360.0,1020.0,0.89,9.0,8.0,1.0,378.57,423.33,0,0,0,0,1,0,0
5766,2018-03-05,6,30.0,5.0,150.0,1020.0,0.89,9.0,8.0,2.0,378.57,423.33,0,0,0,0,0,1,0
5767,2018-03-05,5,120.0,5.0,600.0,915.0,0.96,9.0,9.0,2.0,495.0,514.73,0,0,0,0,0,0,1
5768,2018-03-05,5,45.0,3.0,135.0,915.0,0.96,9.0,9.0,2.0,495.0,514.73,0,0,0,0,0,1,0
5769,2018-03-05,4,45.0,4.0,180.0,990.0,1.11,8.0,8.0,2.0,445.71,402.27,0,0,0,0,0,1,0
5770,2018-03-05,4,90.0,3.0,270.0,990.0,1.11,8.0,8.0,2.0,445.71,402.27,0,0,0,0,1,0,0
5771,2018-03-05,8,60.0,4.0,240.0,900.0,0.96,8.0,9.0,2.0,527.86,548.83,0,0,0,0,1,0,0
5772,2018-03-05,3,90.0,7.0,630.0,1155.0,0.73,8.0,8.0,2.0,445.71,609.5,0,0,0,0,0,0,1
5773,2018-03-05,3,75.0,4.0,300.0,1155.0,0.73,8.0,8.0,2.0,445.71,609.5,0,0,0,0,1,0,0
5774,2018-03-05,3,45.0,5.0,225.0,1155.0,0.73,8.0,8.0,2.0,445.71,609.5,0,0,0,0,0,1,0
5775,2018-03-05,2,30.0,4.0,120.0,1030.0,1.05,9.0,8.0,2.0,514.29,488.17,1,0,0,0,0,0,0
5776,2018-03-05,2,60.0,5.0,300.0,1030.0,1.05,8.0,8.0,2.0,514.29,488.17,0,0,0,0,0,0,1
5777,2018-03-05,2,90.0,5.0,450.0,1030.0,1.05,8.0,7.0,0.0,514.29,488.17,0,0,0,0,1,0,0
5778,2018-03-05,2,40.0,4.0,160.0,1030.0,1.05,8.0,8.0,1.0,514.29,488.17,0,0,0,0,0,1,0
5779,2018-03-05,1,180.0,4.0,720.0,1080.0,1.08,8.0,7.0,2.0,614.29,569.33,0,0,0,0,0,0,1
5780,2018-03-05,1,60.0,3.0,180.0,1080.0,1.08,8.0,8.0,2.0,614.29,569.33,0,0,0,0,1,0,0
5781,2018-03-05,1,60.0,3.0,180.0,1080.0,1.08,8.0,9.0,2.0,614.29,569.33,0,0,0,0,0,1,0
5782,2018-03-05,4,90.0,6.0,540.0,990.0,1.11,8.0,8.0,2.0,445.71,402.27,0,0,0,0,0,0,1
5783,2018-03-05,8,90.0,5.0,450.0,900.0,0.96,7.0,9.0,0.0,527.86,548.83,0,0,0,0,0,0,1
5784,2018-03-05,7,60.0,3.0,180.0,750.0,0.88,8.0,9.0,0.0,487.86,551.5,0,0,0,0,1,0,0
5785,2018-03-05,9,50.0,3.0,150.0,750.0,0.8,10.0,9.0,2.0,329.29,409.17,0,0,0,0,0,1,0
5786,2018-03-05,16,30.0,2.0,60.0,945.0,1.02,9.0,9.0,2.0,362.86,357.23,0,0,0,1,0,0,0
5787,2018-03-05,16,30.0,4.0,120.0,945.0,1.02,9.0,9.0,2.0,362.86,357.23,1,0,0,0,0,0,0
5788,2018-03-05,16,90.0,5.0,450.0,945.0,1.02,9.0,9.0,2.0,362.86,357.23,0,0,0,0,0,0,1
5789,2018-03-05,16,60.0,3.0,180.0,945.0,1.02,9.0,9.0,2.0,362.86,357.23,0,0,0,0,1,0,0
5790,2018-03-05,16,45.0,3.0,135.0,945.0,1.02,9.0,9.0,2.0,362.86,357.23,0,0,0,0,0,1,0
5791,2018-03-05,8,15.0,2.0,30.0,900.0,0.96,8.0,9.0,2.0,527.86,548.83,1,0,0,0,0,0,0
5792,2018-03-05,15,90.0,7.0,630.0,1350.0,1.24,8.0,8.0,2.0,270.0,217.33,0,0,0,0,0,0,1
5793,2018-03-05,15,90.0,3.0,270.0,1350.0,1.24,8.0,8.0,2.0,270.0,217.33,0,0,0,0,1,0,0
5794,2018-03-05,15,90.0,4.0,360.0,1350.0,1.24,8.0,8.0,2.0,270.0,217.33,0,0,0,0,0,1,0
5795,2018-03-05,14,120.0,5.0,600.0,1110.0,0.87,8.0,8.0,2.0,282.86,323.67,0,0,0,0,0,0,1
5796,2018-03-05,14,90.0,4.0,360.0,1110.0,0.87,8.0,8.0,0.0,282.86,323.67,0,0,0,0,1,0,0
5797,2018-03-05,14,30.0,5.0,150.0,1110.0,0.87,8.0,8.0,2.0,282.86,323.67,0,0,0,0,0,1,0
5798,2018-03-05,15,30.0,3.0,90.0,1350.0,1.24,8.0,8.0,2.0,270.0,217.33,1,0,0,0,0,0,0
5799,2018-03-05,12,20.0,3.0,60.0,825.0,1.48,7.0,7.0,2.0,321.43,217.5,1,0,0,0,0,0,0
5801,2018-03-05,9,120.0,5.0,600.0,750.0,0.8,7.0,8.0,0.0,329.29,409.17,0,0,0,0,0,0,1
5802,2018-03-05,9,10.0,0.0,0.0,750.0,0.8,9.0,8.0,2.0,329.29,409.17,0,0,0,1,0,0,0
5803,2018-03-05,10,75.0,2.0,150.0,510.0,0.95,7.0,7.0,2.0,379.29,399.0,0,0,0,0,1,0,0
5804,2018-03-05,10,75.0,4.0,300.0,510.0,0.95,7.0,7.0,2.0,379.29,399.0,0,0,0,0,0,0,1
5805,2018-03-05,10,30.0,2.0,60.0,510.0,0.95,7.0,7.0,2.0,379.29,399.0,0,0,0,0,0,1,0
5806,2018-03-05,11,75.0,3.0,225.0,940.0,0.45,8.0,8.0,0.0,134.29,300.67,0,0,0,0,1,0,0
5807,2018-03-05,11,70.0,7.0,490.0,940.0,0.45,8.0,8.0,2.0,134.29,300.67,0,0,0,0,0,0,1
5808,2018-03-05,12,45.0,3.0,135.0,825.0,1.48,7.0,7.0,1.0,321.43,217.5,0,0,0,0,0,1,0
5809,2018-03-05,12,60.0,3.0,180.0,825.0,1.48,7.0,7.0,2.0,321.43,217.5,0,0,0,0,1,0,0
5810,2018-03-05,12,90.0,5.0,450.0,825.0,1.48,7.0,7.0,2.0,321.43,217.5,0,0,0,0,0,0,1
5811,2018-03-05,11,45.0,5.0,225.0,940.0,0.45,8.0,8.0,2.0,134.29,300.67,0,0,0,0,0,1,0
5812,2018-03-06,5,60.0,7.0,420.0,840.0,1.13,8.0,9.0,2.0,615.0,542.73,0,1,0,0,0,0,0
5813,2018-03-06,6,50.0,8.0,400.0,890.0,1.12,9.0,9.0,2.0,505.71,453.0,0,0,0,0,1,0,0
5814,2018-03-06,6,50.0,9.0,450.0,890.0,1.12,9.0,9.0,2.0,505.71,453.0,0,0,0,0,1,0,0
5815,2018-03-06,6,5.0,8.0,40.0,890.0,1.12,9.0,9.0,2.0,505.71,453.0,0,1,0,0,0,0,0
5816,2018-03-06,5,60.0,7.0,420.0,840.0,1.13,8.0,9.0,2.0,615.0,542.73,0,1,0,0,0,0,0
5817,2018-03-06,4,60.0,7.0,420.0,954.0,1.37,8.0,8.0,2.0,582.0,426.07,0,1,0,0,0,0,0
5818,2018-03-06,1,90.0,6.0,540.0,1170.0,1.14,8.0,10.0,0.0,695.71,608.33,0,1,0,0,0,0,0
5819,2018-03-06,4,6.0,9.0,54.0,954.0,1.37,8.0,8.0,2.0,582.0,426.07,0,1,0,0,0,0,0
5820,2018-03-06,3,60.0,8.0,480.0,900.0,0.77,8.0,8.0,2.0,484.29,629.5,0,1,0,0,0,0,0
5821,2018-03-06,3,60.0,7.0,420.0,900.0,0.77,8.0,8.0,2.0,484.29,629.5,0,0,0,0,0,0,1
5822,2018-03-06,2,180.0,8.0,1440.0,1440.0,1.34,8.0,7.0,2.0,720.0,536.17,0,1,0,0,0,0,0
5823,2018-03-06,1,90.0,7.0,630.0,1170.0,1.14,6.0,6.0,2.0,695.71,608.33,0,1,0,0,0,0,0
5824,2018-03-06,7,60.0,8.0,480.0,960.0,1.07,9.0,8.0,2.0,625.0,583.5,0,1,0,0,0,0,0
5825,2018-03-06,4,60.0,8.0,480.0,954.0,1.37,8.0,8.0,2.0,582.0,426.07,0,1,0,0,0,0,0
5826,2018-03-06,7,60.0,8.0,480.0,960.0,1.07,8.0,8.0,2.0,625.0,583.5,0,1,0,0,0,0,0
5827,2018-03-06,8,30.0,7.0,210.0,315.0,0.78,5.0,8.0,2.0,437.86,559.33,0,1,0,0,0,0,0
5828,2018-03-06,8,45.0,1.0,45.0,315.0,0.78,8.0,8.0,2.0,437.86,559.33,0,0,0,0,1,0,0
5829,2018-03-06,16,30.0,1.0,30.0,1020.0,1.3,10.0,10.0,2.0,508.57,391.23,0,0,0,1,0,0,0
5830,2018-03-06,16,60.0,9.0,540.0,1020.0,1.3,10.0,10.0,2.0,508.57,391.23,0,0,0,0,1,0,0
5831,2018-03-06,15,40.0,9.0,360.0,600.0,1.5,7.0,8.0,2.0,355.71,237.33,0,0,0,0,1,0,0
5832,2018-03-06,15,30.0,8.0,240.0,600.0,1.5,7.0,8.0,2.0,355.71,237.33,0,1,0,0,0,0,0
5833,2018-03-06,14,60.0,8.0,480.0,900.0,1.16,8.0,8.0,0.0,411.43,353.67,0,1,0,0,0,0,0
5834,2018-03-06,14,60.0,7.0,420.0,900.0,1.16,8.0,8.0,1.0,411.43,353.67,0,1,0,0,0,0,0
5836,2018-03-06,16,50.0,9.0,450.0,1020.0,1.3,10.0,10.0,2.0,508.57,391.23,0,0,0,0,1,0,0
5837,2018-03-06,10,60.0,5.0,300.0,600.0,0.91,8.0,8.0,2.0,381.43,419.0,0,0,0,0,1,0,0
5838,2018-03-06,10,30.0,7.0,210.0,600.0,0.91,8.0,8.0,2.0,381.43,419.0,0,0,0,0,1,0,0
5839,2018-03-06,10,30.0,3.0,90.0,600.0,0.91,8.0,8.0,2.0,381.43,419.0,0,1,0,0,0,0,0
5840,2018-03-06,9,40.0,4.0,160.0,560.0,0.9,8.0,7.0,2.0,385.0,427.83,0,0,0,0,0,0,1
5841,2018-03-06,9,50.0,8.0,400.0,560.0,0.9,8.0,8.0,2.0,385.0,427.83,0,1,0,0,0,0,0
5842,2018-03-06,8,60.0,1.0,60.0,315.0,0.78,8.0,9.0,2.0,437.86,559.33,0,0,0,0,1,0,0
5843,2018-03-06,11,60.0,8.0,480.0,480.0,0.64,8.0,8.0,1.0,202.86,316.67,0,1,0,0,0,0,0
5844,2018-03-07,6,30.0,1.0,30.0,150.0,1.22,8.0,8.0,0.0,527.14,430.83,0,0,0,1,0,0,0
5845,2018-03-07,5,90.0,4.0,360.0,360.0,1.18,10.0,8.0,2.0,615.0,523.4,0,0,0,0,0,0,1
5846,2018-03-07,5,45.0,0.0,0.0,360.0,1.18,8.0,9.0,0.0,615.0,523.4,0,0,0,1,0,0,0
5847,2018-03-07,4,60.0,3.0,180.0,225.0,1.51,8.0,8.0,2.0,614.14,406.9,0,0,0,0,0,0,1
5848,2018-03-07,4,45.0,1.0,45.0,225.0,1.51,8.0,8.0,2.0,614.14,406.9,0,0,0,1,0,0,0
5849,2018-03-07,2,45.0,2.0,90.0,330.0,1.33,8.0,9.0,2.0,726.43,547.17,0,0,0,1,0,0,0
5850,2018-03-07,3,30.0,1.0,30.0,390.0,0.76,8.0,8.0,2.0,488.57,642.5,0,0,0,1,0,0,0
5851,2018-03-07,2,60.0,4.0,240.0,330.0,1.33,8.0,9.0,1.0,726.43,547.17,0,0,0,0,0,0,1
5852,2018-03-07,1,90.0,4.0,360.0,420.0,1.23,7.0,10.0,2.0,717.14,581.33,0,0,0,0,0,0,1
5853,2018-03-07,1,30.0,2.0,60.0,420.0,1.23,7.0,8.0,2.0,717.14,581.33,0,0,0,1,0,0,0
5854,2018-03-07,6,30.0,4.0,120.0,150.0,1.22,10.0,8.0,2.0,527.14,430.83,0,0,0,0,0,0,1
5855,2018-03-07,3,60.0,6.0,360.0,390.0,0.76,8.0,8.0,2.0,488.57,642.5,0,0,0,0,0,0,1
5856,2018-03-07,7,45.0,5.0,225.0,285.0,1.08,1.0,9.0,2.0,616.43,570.5,0,0,0,0,0,0,1
5857,2018-03-07,7,30.0,2.0,60.0,285.0,1.08,7.0,7.0,2.0,616.43,570.5,0,0,0,1,0,0,0
5858,2018-03-07,15,30.0,1.0,30.0,180.0,1.76,8.0,9.0,2.0,381.43,216.33,0,0,0,1,0,0,0
5859,2018-03-07,16,60.0,3.0,180.0,240.0,1.47,9.0,7.0,2.0,542.86,370.23,0,0,0,0,0,0,1
5860,2018-03-07,16,30.0,2.0,60.0,240.0,1.47,6.0,9.0,2.0,542.86,370.23,0,0,0,1,0,0,0
5861,2018-03-07,15,50.0,3.0,150.0,180.0,1.76,10.0,8.0,2.0,381.43,216.33,0,0,0,0,0,0,1
5862,2018-03-07,13,60.0,4.0,240.0,240.0,0.94,8.0,8.0,0.0,312.86,331.37,0,0,0,0,0,0,1
5863,2018-03-07,8,45.0,3.0,135.0,180.0,0.78,7.0,9.0,2.0,425.0,542.17,0,0,0,0,0,0,1
5864,2018-03-07,12,30.0,2.0,60.0,195.0,1.61,8.0,8.0,2.0,336.43,209.0,0,0,0,1,0,0,0
5865,2018-03-07,12,45.0,3.0,135.0,195.0,1.61,8.0,8.0,2.0,336.43,209.0,0,0,0,0,0,0,1
5866,2018-03-07,11,44.0,3.0,132.0,432.0,0.8,9.0,10.0,2.0,264.57,331.07,0,0,0,1,0,0,0
5867,2018-03-07,10,45.0,4.0,180.0,210.0,0.91,8.0,8.0,2.0,368.57,406.0,0,0,0,0,0,0,1
5868,2018-03-07,10,30.0,1.0,30.0,210.0,0.91,8.0,8.0,2.0,368.57,406.0,0,0,0,1,0,0,0
5870,2018-03-07,8,45.0,1.0,45.0,180.0,0.78,9.0,9.0,2.0,425.0,542.17,0,0,0,1,0,0,0
5871,2018-03-07,11,60.0,5.0,300.0,432.0,0.8,9.0,10.0,2.0,264.57,331.07,0,0,0,0,0,0,1
5872,2018-03-08,5,60.0,4.0,240.0,660.0,1.1,8.0,8.0,2.0,570.0,520.5,0,0,0,0,1,0,0
5873,2018-03-08,6,30.0,7.0,210.0,860.0,1.51,9.0,8.0,0.0,650.0,429.5,0,0,0,0,0,1,0
5874,2018-03-08,6,50.0,7.0,350.0,860.0,1.51,9.0,8.0,2.0,650.0,429.5,0,0,0,0,0,0,1
5875,2018-03-08,7,45.0,5.0,225.0,615.0,1.05,8.0,8.0,2.0,587.14,561.0,0,0,0,0,0,0,1
5876,2018-03-08,7,30.0,5.0,150.0,615.0,1.05,9.0,9.0,2.0,587.14,561.0,0,0,0,0,0,1,0
5877,2018-03-08,5,60.0,5.0,300.0,660.0,1.1,8.0,8.0,1.0,570.0,520.5,0,0,0,0,0,0,1
5878,2018-03-08,6,60.0,5.0,300.0,860.0,1.51,9.0,8.0,0.0,650.0,429.5,0,0,0,0,1,0,0
5879,2018-03-08,3,60.0,5.0,300.0,975.0,0.75,8.0,8.0,2.0,488.57,652.5,0,0,0,0,1,0,0
5880,2018-03-08,1,60.0,4.0,240.0,580.0,1.18,0.0,8.0,0.0,667.14,567.33,0,0,0,0,0,0,1
5881,2018-03-08,3,45.0,7.0,315.0,975.0,0.75,8.0,8.0,2.0,488.57,652.5,0,0,0,0,0,1,0
5882,2018-03-08,2,45.0,4.0,180.0,570.0,1.33,9.0,8.0,2.0,672.14,504.5,0,0,0,0,0,0,1
5883,2018-03-08,2,60.0,4.0,240.0,570.0,1.33,8.0,7.0,2.0,672.14,504.5,0,0,0,0,1,0,0
5884,2018-03-08,2,30.0,5.0,150.0,570.0,1.33,4.0,10.0,2.0,672.14,504.5,0,0,0,0,1,0,0
5885,2018-03-08,1,60.0,3.0,180.0,580.0,1.18,10.0,9.0,2.0,667.14,567.33,0,0,0,0,1,0,0
5886,2018-03-08,1,40.0,4.0,160.0,580.0,1.18,8.0,10.0,2.0,667.14,567.33,0,0,0,0,0,1,0
5887,2018-03-08,3,60.0,6.0,360.0,975.0,0.75,8.0,8.0,2.0,488.57,652.5,0,0,0,0,0,0,1
5888,2018-03-08,7,60.0,4.0,240.0,615.0,1.05,8.0,8.0,0.0,587.14,561.0,0,0,0,0,1,0,0
5889,2018-03-08,5,30.0,4.0,120.0,660.0,1.1,8.0,8.0,2.0,570.0,520.5,0,0,0,0,0,1,0
5890,2018-03-08,8,75.0,4.0,300.0,555.0,0.73,9.0,10.0,2.0,392.86,535.33,0,0,0,0,1,0,0
5891,2018-03-08,8,30.0,1.0,30.0,555.0,0.73,8.0,9.0,2.0,392.86,535.33,0,0,0,0,0,1,0
5892,2018-03-08,16,30.0,4.0,120.0,780.0,1.55,7.0,7.0,2.0,577.14,373.23,0,0,0,0,0,1,0
5893,2018-03-08,14,60.0,5.0,300.0,675.0,1.21,7.0,8.0,2.0,383.57,316.17,0,0,0,0,1,0,0
5894,2018-03-08,14,45.0,5.0,225.0,675.0,1.21,7.0,8.0,2.0,383.57,316.17,0,0,0,0,0,0,1
5895,2018-03-08,14,30.0,5.0,150.0,675.0,1.21,7.0,8.0,2.0,383.57,316.17,0,0,0,0,0,1,0
5896,2018-03-08,13,60.0,5.0,300.0,300.0,0.69,8.0,8.0,0.0,227.14,328.87,0,0,0,0,0,0,1
5897,2018-03-08,11,60.0,5.0,300.0,885.0,1.2,8.0,9.0,2.0,391.0,325.57,0,0,0,0,1,0,0
5898,2018-03-08,11,60.0,6.0,360.0,885.0,1.2,8.0,9.0,2.0,391.0,325.57,0,0,0,0,0,0,1
5899,2018-03-08,16,60.0,5.0,300.0,780.0,1.55,7.0,7.0,2.0,577.14,373.23,0,0,0,0,0,0,1
5900,2018-03-08,16,60.0,6.0,360.0,780.0,1.55,7.0,7.0,2.0,577.14,373.23,0,0,0,0,1,0,0
5901,2018-03-08,10,30.0,2.0,60.0,390.0,0.9,8.0,8.0,2.0,349.29,389.0,0,0,0,0,1,0,0
5902,2018-03-08,10,60.0,5.0,300.0,390.0,0.9,8.0,8.0,2.0,349.29,389.0,0,0,0,0,0,0,1
5903,2018-03-08,10,15.0,2.0,30.0,390.0,0.9,8.0,8.0,0.0,349.29,389.0,0,0,0,0,0,1,0
5904,2018-03-08,9,60.0,6.0,360.0,495.0,0.99,10.0,9.0,1.0,407.86,411.17,0,0,0,0,0,0,1
5905,2018-03-08,9,45.0,3.0,135.0,495.0,0.99,8.0,8.0,1.0,407.86,411.17,0,0,0,0,0,1,0
5906,2018-03-08,8,45.0,5.0,225.0,555.0,0.73,8.0,9.0,2.0,392.86,535.33,0,0,0,0,0,0,1
5907,2018-03-08,11,45.0,5.0,225.0,885.0,1.2,8.0,9.0,2.0,391.0,325.57,0,0,0,0,0,1,0
5914,2018-03-09,9,145.0,8.0,1160.0,1610.0,1.05,7.0,8.0,0.0,487.86,464.83,0,0,0,0,0,0,1
5915,2018-03-09,13,75.0,6.0,450.0,625.0,0.51,8.0,8.0,0.0,166.43,329.2,0,0,0,0,0,0,1
5916,2018-03-09,13,25.0,7.0,175.0,625.0,0.51,8.0,7.0,0.0,166.43,329.2,0,1,0,0,0,0,0
5919,2018-03-09,9,50.0,9.0,450.0,1610.0,1.05,8.0,10.0,2.0,487.86,464.83,0,1,0,0,0,0,0
5944,2018-03-12,5,45.0,4.0,180.0,1260.0,0.86,9.0,9.0,0.0,445.71,518.0,0,0,0,0,0,1,0
5945,2018-03-12,7,90.0,7.0,630.0,1170.0,0.77,8.0,8.0,2.0,432.86,562.5,0,0,0,0,0,0,1
5946,2018-03-12,7,60.0,3.0,180.0,1170.0,0.77,8.0,9.0,2.0,432.86,562.5,0,0,0,0,1,0,0
5947,2018-03-12,7,60.0,6.0,360.0,1170.0,0.77,10.0,7.0,0.0,432.86,562.5,0,0,0,0,0,1,0
5948,2018-03-12,6,100.0,6.0,600.0,1095.0,1.17,8.0,8.0,0.0,427.86,365.83,0,0,0,0,0,0,1
5949,2018-03-12,6,90.0,3.0,270.0,1095.0,1.17,8.0,8.0,1.0,427.86,365.83,0,0,0,0,1,0,0
5950,2018-03-12,6,45.0,5.0,225.0,1095.0,1.17,8.0,8.0,2.0,427.86,365.83,0,0,0,0,0,1,0
5951,2018-03-12,5,120.0,6.0,720.0,1260.0,0.86,9.0,9.0,2.0,445.71,518.0,0,0,0,0,0,0,1
5952,2018-03-12,5,90.0,4.0,360.0,1260.0,0.86,9.0,9.0,2.0,445.71,518.0,0,0,0,0,1,0,0
5953,2018-03-12,4,60.0,6.0,360.0,765.0,0.84,8.0,8.0,0.0,277.71,329.4,0,0,0,0,0,0,1
5954,2018-03-12,1,90.0,3.0,270.0,1105.0,0.83,8.0,8.0,2.0,467.86,565.67,0,0,0,0,1,0,0
5955,2018-03-12,4,45.0,3.0,135.0,765.0,0.84,8.0,8.0,2.0,277.71,329.4,0,0,0,0,0,1,0
5956,2018-03-12,3,90.0,6.0,540.0,1350.0,0.86,8.0,8.0,2.0,516.43,598.5,0,0,0,0,0,0,1
5957,2018-03-12,3,90.0,5.0,450.0,1350.0,0.86,8.0,8.0,2.0,516.43,598.5,0,0,0,0,1,0,0
5958,2018-03-12,3,60.0,6.0,360.0,1350.0,0.86,8.0,8.0,2.0,516.43,598.5,0,0,0,0,0,1,0
5959,2018-03-12,2,60.0,5.0,300.0,840.0,1.07,9.0,8.0,0.0,454.29,424.67,0,0,0,0,0,0,1
5960,2018-03-12,2,90.0,4.0,360.0,840.0,1.07,8.0,8.0,2.0,454.29,424.67,0,0,0,0,1,0,0
5961,2018-03-12,2,45.0,4.0,180.0,840.0,1.07,8.0,8.0,2.0,454.29,424.67,0,0,0,0,0,1,0
5962,2018-03-12,1,140.0,5.0,700.0,1105.0,0.83,9.0,10.0,2.0,467.86,565.67,0,0,0,0,0,0,1
5963,2018-03-12,1,45.0,3.0,135.0,1105.0,0.83,5.0,5.0,2.0,467.86,565.67,0,0,0,0,0,1,0
5964,2018-03-12,8,45.0,4.0,180.0,1260.0,0.67,7.0,9.0,2.0,330.0,495.0,0,0,0,0,0,1,0
5965,2018-03-12,4,90.0,3.0,270.0,765.0,0.84,8.0,8.0,2.0,277.71,329.4,0,0,0,0,1,0,0
5966,2018-03-12,8,90.0,4.0,360.0,1260.0,0.67,8.0,8.0,2.0,330.0,495.0,0,0,0,0,1,0,0
5967,2018-03-12,9,40.0,2.0,80.0,420.0,1.05,7.0,8.0,2.0,440.71,419.5,0,0,0,0,0,1,0
5968,2018-03-12,14,120.0,7.0,840.0,1290.0,1.27,7.0,8.0,2.0,409.29,321.67,0,0,0,0,0,0,1
5969,2018-03-12,16,30.0,1.0,30.0,930.0,1.29,8.0,9.0,2.0,424.29,328.73,0,0,0,1,0,0,0
5970,2018-03-12,8,120.0,6.0,720.0,1260.0,0.67,8.0,7.0,2.0,330.0,495.0,0,0,0,0,0,0,1
5971,2018-03-12,16,90.0,7.0,630.0,930.0,1.29,8.0,9.0,2.0,424.29,328.73,0,0,0,0,0,0,1
5972,2018-03-12,16,60.0,3.0,180.0,930.0,1.29,8.0,9.0,2.0,424.29,328.73,0,0,0,0,1,0,0
5973,2018-03-12,16,30.0,3.0,90.0,930.0,1.29,8.0,9.0,2.0,424.29,328.73,0,0,0,0,0,1,0
5974,2018-03-12,15,90.0,4.0,360.0,765.0,1.08,8.0,8.0,2.0,220.71,203.5,0,0,0,0,0,0,1
5975,2018-03-12,15,90.0,3.0,270.0,765.0,1.08,8.0,8.0,0.0,220.71,203.5,0,0,0,0,1,0,0
5976,2018-03-12,15,45.0,3.0,135.0,765.0,1.08,8.0,8.0,2.0,220.71,203.5,0,0,0,0,0,1,0
